env,label,path,split
Caltech101,0,Caltech101/bird/24cfa9d5209f45e687ab0c6a4432c2e5.jpg,test
Caltech101,0,Caltech101/bird/e0fd86f12ca744d9a698fc9282af21b4.jpg,train
Caltech101,0,Caltech101/bird/d8003f02fc494840a28936b0f260c983.jpg,train
Caltech101,0,Caltech101/bird/b75057e997a748338e1c8d52597dbabf.jpg,train
Caltech101,0,Caltech101/bird/fa832d8a43f7436dbf6fe01c0f693a14.jpg,train
Caltech101,0,Caltech101/bird/0da361ad403e49219c9914e9d2ca51bb.jpg,train
Caltech101,0,Caltech101/bird/5f64249ba10744feac25acd508c4f68a.jpg,train
Caltech101,0,Caltech101/bird/ddf11aff62ce4f5ba8233863abdd9fac.jpg,test
Caltech101,0,Caltech101/bird/c85ea81e2621409abfd5eb1ca7eb1f93.jpg,train
Caltech101,0,Caltech101/bird/f7976d06ff494a53a6a7f19c29211c00.jpg,train
Caltech101,0,Caltech101/bird/2fcef6f1b7b1495ab4f9be62f8672647.jpg,test
Caltech101,0,Caltech101/bird/6b9b2662e0fa40389b7a23b7e776e18d.jpg,train
Caltech101,0,Caltech101/bird/91882415fb394907b9e3d460c6bde089.jpg,train
Caltech101,0,Caltech101/bird/b17e9ba4dd004d5f8a51c08c5988106c.jpg,train
Caltech101,0,Caltech101/bird/63c8c25452034740a5fbd93033ebc2d5.jpg,train
Caltech101,0,Caltech101/bird/bad3fa59e8ae44a3b7df7fa595d73040.jpg,train
Caltech101,0,Caltech101/bird/2c66c9d220ba4f77b398a6dbdd4f038f.jpg,train
Caltech101,0,Caltech101/bird/b14ea65d35854f99a7ea61a6633a50d8.jpg,train
Caltech101,0,Caltech101/bird/49cfdd34a9cc496b93bac952765b2cc3.jpg,test
Caltech101,0,Caltech101/bird/4774f0cb0e5940e199aeedd2e4de6a69.jpg,train
Caltech101,0,Caltech101/bird/7c548218f5e04b80a590a5490182fae0.jpg,val
Caltech101,0,Caltech101/bird/ee39aebdb46745e29730bc1e7fc66825.jpg,train
Caltech101,0,Caltech101/bird/b836449b0d594acd9a09bf029ad78a5e.jpg,train
Caltech101,0,Caltech101/bird/9bebf505f9b443008867a1a9cf0caf9e.jpg,train
Caltech101,0,Caltech101/bird/c9308c23b18f4a298e0e51ea82f12ea5.jpg,test
Caltech101,0,Caltech101/bird/ec20c4623a2843b2bca6dded77fe74c7.jpg,train
Caltech101,0,Caltech101/bird/3dd0a7751889490aabe97887987c27e6.jpg,train
Caltech101,0,Caltech101/bird/1ac09f118ac84229bbe27bbf4e988755.jpg,train
Caltech101,0,Caltech101/bird/17b69e2818624419846fb3974dfd339d.jpg,train
Caltech101,0,Caltech101/bird/e07fb1bf38fd4445bacb7cf5493b8331.jpg,train
Caltech101,0,Caltech101/bird/cc50a880233547a685ad8b203d99a986.jpg,test
Caltech101,0,Caltech101/bird/f12cc5da97f045568367fa492009593d.jpg,train
Caltech101,0,Caltech101/bird/e76dd97d04254d84b271453d7962fd66.jpg,train
Caltech101,0,Caltech101/bird/8762944a53a74484bd03b4dbba84dcae.jpg,train
Caltech101,0,Caltech101/bird/2eca810dde7f4841b4933b4905c8d51c.jpg,train
Caltech101,0,Caltech101/bird/d4f71294284b438994a85cfbaee3fd75.jpg,train
Caltech101,0,Caltech101/bird/648f5e413d1e46c19722659c77d9f0b8.jpg,train
Caltech101,0,Caltech101/bird/7b0be8db86424f038bad419df37c19e9.jpg,train
Caltech101,0,Caltech101/bird/6ddc5cca41f041a3951d8cca831fa459.jpg,train
Caltech101,0,Caltech101/bird/4a1054e26fe94bc9aa1a78793b3db7b6.jpg,train
Caltech101,0,Caltech101/bird/d906966a3e3b4b619df8770062011f2b.jpg,train
Caltech101,0,Caltech101/bird/3ee710b83bd44913abd61746df037394.jpg,train
Caltech101,0,Caltech101/bird/7ba58fdeee05430381e79219eba71237.jpg,train
Caltech101,0,Caltech101/bird/e78ec88b42b84262ba25d401b8391c39.jpg,train
Caltech101,0,Caltech101/bird/6a76c11480b64a70a7b0c589b362510f.jpg,train
Caltech101,0,Caltech101/bird/6a37a41566aa47138183882bf0884e6b.jpg,train
Caltech101,0,Caltech101/bird/8869cbc11c734e5e94be46ff4e5304af.jpg,train
Caltech101,0,Caltech101/bird/fdbf29bcee19436cbb2bfb268eb70804.jpg,train
Caltech101,0,Caltech101/bird/70143bdf03ed451f8759ddccc672df86.jpg,test
Caltech101,0,Caltech101/bird/d95475221608470c954d03791dadbd8d.jpg,train
Caltech101,0,Caltech101/bird/6df130e285604b4f8ed07e3fecc7ab35.jpg,val
Caltech101,0,Caltech101/bird/4a98d56163df4ce38a5f9fe97b24c6a7.jpg,train
