env,label,path,split
art_painting,0,art_painting/dog/pic_149.jpg,train
art_painting,0,art_painting/dog/pic_198.jpg,train
art_painting,0,art_painting/dog/pic_306.jpg,train
art_painting,0,art_painting/dog/pic_011.jpg,val
art_painting,0,art_painting/dog/pic_135.jpg,train
art_painting,0,art_painting/dog/pic_222.jpg,train
art_painting,0,art_painting/dog/pic_132.jpg,train
art_painting,0,art_painting/dog/pic_225.jpg,train
art_painting,0,art_painting/dog/pic_288.jpg,train
art_painting,0,art_painting/dog/pic_259.jpg,train
art_painting,0,art_painting/dog/pic_301.jpg,test
art_painting,0,art_painting/dog/pic_016.jpg,train
art_painting,0,art_painting/dog/pic_405.jpg,test
art_painting,0,art_painting/dog/pic_064.jpg,train
art_painting,0,art_painting/dog/pic_286.jpg,train
art_painting,0,art_painting/dog/pic_140.jpg,val
art_painting,0,art_painting/dog/pic_191.jpg,train
art_painting,0,art_painting/dog/pic_257.jpg,train
art_painting,0,art_painting/dog/pic_018.jpg,test
art_painting,0,art_painting/dog/pic_281.jpg,train
art_painting,0,art_painting/dog/pic_147.jpg,test
art_painting,0,art_painting/dog/pic_196.jpg,train
art_painting,0,art_painting/dog/pic_250.jpg,train
art_painting,0,art_painting/dog/pic_308.jpg,train
art_painting,0,art_painting/dog/pic_374.jpg,train
art_painting,0,art_painting/dog/pic_063.jpg,train
art_painting,0,art_painting/dog/pic_265.jpg,train
art_painting,0,art_painting/dog/pic_172.jpg,train
art_painting,0,art_painting/dog/pic_219.jpg,train
art_painting,0,art_painting/dog/pic_056.jpg,test
art_painting,0,art_painting/dog/pic_390.jpg,train
art_painting,0,art_painting/dog/pic_341.jpg,train
art_painting,0,art_painting/dog/pic_087.jpg,train
art_painting,0,art_painting/dog/pic_109.jpg,val
art_painting,0,art_painting/dog/pic_051.jpg,train
art_painting,0,art_painting/dog/pic_397.jpg,train
art_painting,0,art_painting/dog/pic_346.jpg,train
art_painting,0,art_painting/dog/pic_080.jpg,train
art_painting,0,art_painting/dog/pic_262.jpg,train
art_painting,0,art_painting/dog/pic_210.jpg,train
art_painting,0,art_painting/dog/pic_107.jpg,test
art_painting,0,art_painting/dog/pic_399.jpg,train
art_painting,0,art_painting/dog/pic_348.jpg,train
art_painting,0,art_painting/dog/pic_023.jpg,val
art_painting,0,art_painting/dog/pic_334.jpg,train
art_painting,0,art_painting/dog/pic_024.jpg,train
art_painting,0,art_painting/dog/pic_333.jpg,train
art_painting,0,art_painting/dog/pic_217.jpg,test
art_painting,0,art_painting/dog/pic_100.jpg,train
art_painting,0,art_painting/dog/pic_058.jpg,train
art_painting,0,art_painting/dog/pic_089.jpg,train
art_painting,0,art_painting/dog/pic_322.jpg,test
art_painting,0,art_painting/dog/pic_035.jpg,train
art_painting,0,art_painting/dog/pic_098.jpg,train
art_painting,0,art_painting/dog/pic_049.jpg,train
art_painting,0,art_painting/dog/pic_206.jpg,train
art_painting,0,art_painting/dog/pic_359.jpg,train
art_painting,0,art_painting/dog/pic_388.jpg,train
art_painting,0,art_painting/dog/pic_116.jpg,train
art_painting,0,art_painting/dog/pic_201.jpg,train
art_painting,0,art_painting/dog/pic_325.jpg,train
art_painting,0,art_painting/dog/pic_032.jpg,train
art_painting,0,art_painting/dog/pic_357.jpg,train
art_painting,0,art_painting/dog/pic_091.jpg,train
art_painting,0,art_painting/dog/pic_040.jpg,train
art_painting,0,art_painting/dog/pic_386.jpg,train
art_painting,0,art_painting/dog/pic_118.jpg,train
art_painting,0,art_painting/dog/pic_164.jpg,train
art_painting,0,art_painting/dog/pic_163.jpg,train
art_painting,0,art_painting/dog/pic_274.jpg,test
art_painting,0,art_painting/dog/pic_350.jpg,test
art_painting,0,art_painting/dog/pic_096.jpg,train
art_painting,0,art_painting/dog/pic_047.jpg,train
art_painting,0,art_painting/dog/pic_381.jpg,train
art_painting,0,art_painting/dog/pic_208.jpg,train
