env,label,path,split
Art,0,Art/Alarm_Clock/00044.jpg,train
Art,0,Art/Alarm_Clock/00038.jpg,train
Art,0,Art/Alarm_Clock/00043.jpg,train
Art,0,Art/Alarm_Clock/00031.jpg,train
Art,0,Art/Alarm_Clock/00036.jpg,test
Art,0,Art/Alarm_Clock/00003.jpg,train
Art,0,Art/Alarm_Clock/00004.jpg,train
Art,0,Art/Alarm_Clock/00071.jpg,train
Art,0,Art/Alarm_Clock/00060.jpg,train
Art,0,Art/Alarm_Clock/00067.jpg,train
Art,0,Art/Alarm_Clock/00015.jpg,train
Art,0,Art/Alarm_Clock/00069.jpg,train
Art,0,Art/Alarm_Clock/00012.jpg,test
Art,0,Art/Alarm_Clock/00027.jpg,train
Art,0,Art/Alarm_Clock/00020.jpg,train
Art,0,Art/Alarm_Clock/00052.jpg,train
Art,0,Art/Alarm_Clock/00055.jpg,train
Art,0,Art/Alarm_Clock/00029.jpg,train
Art,0,Art/Alarm_Clock/00070.jpg,train
Art,0,Art/Alarm_Clock/00005.jpg,train
Art,0,Art/Alarm_Clock/00002.jpg,test
Art,0,Art/Alarm_Clock/00037.jpg,test
Art,0,Art/Alarm_Clock/00030.jpg,test
Art,0,Art/Alarm_Clock/00042.jpg,train
Art,0,Art/Alarm_Clock/00045.jpg,train
Art,0,Art/Alarm_Clock/00039.jpg,train
Art,0,Art/Alarm_Clock/00054.jpg,train
Art,0,Art/Alarm_Clock/00028.jpg,train
Art,0,Art/Alarm_Clock/00053.jpg,train
Art,0,Art/Alarm_Clock/00021.jpg,train
Art,0,Art/Alarm_Clock/00026.jpg,train
Art,0,Art/Alarm_Clock/00013.jpg,val
Art,0,Art/Alarm_Clock/00014.jpg,test
Art,0,Art/Alarm_Clock/00068.jpg,train
Art,0,Art/Alarm_Clock/00066.jpg,train
Art,0,Art/Alarm_Clock/00061.jpg,train
Art,0,Art/Alarm_Clock/00050.jpg,train
Art,0,Art/Alarm_Clock/00057.jpg,train
Art,0,Art/Alarm_Clock/00059.jpg,train
Art,0,Art/Alarm_Clock/00025.jpg,train
Art,0,Art/Alarm_Clock/00022.jpg,train
Art,0,Art/Alarm_Clock/00017.jpg,train
Art,0,Art/Alarm_Clock/00010.jpg,train
Art,0,Art/Alarm_Clock/00062.jpg,train
Art,0,Art/Alarm_Clock/00019.jpg,val
Art,0,Art/Alarm_Clock/00065.jpg,train
Art,0,Art/Alarm_Clock/00008.jpg,train
Art,0,Art/Alarm_Clock/00074.jpg,train
Art,0,Art/Alarm_Clock/00073.jpg,train
Art,0,Art/Alarm_Clock/00001.jpg,train
Art,0,Art/Alarm_Clock/00006.jpg,val
Art,0,Art/Alarm_Clock/00033.jpg,test
Art,0,Art/Alarm_Clock/00048.jpg,train
Art,0,Art/Alarm_Clock/00034.jpg,train
Art,0,Art/Alarm_Clock/00046.jpg,train
Art,0,Art/Alarm_Clock/00041.jpg,train
Art,0,Art/Alarm_Clock/00018.jpg,train
Art,0,Art/Alarm_Clock/00064.jpg,train
Art,0,Art/Alarm_Clock/00063.jpg,train
Art,0,Art/Alarm_Clock/00011.jpg,train
Art,0,Art/Alarm_Clock/00016.jpg,train
Art,0,Art/Alarm_Clock/00023.jpg,train
Art,0,Art/Alarm_Clock/00058.jpg,train
Art,0,Art/Alarm_Clock/00024.jpg,test
Art,0,Art/Alarm_Clock/00056.jpg,train
Art,0,Art/Alarm_Clock/00051.jpg,train
Art,0,Art/Alarm_Clock/00040.jpg,train
Art,0,Art/Alarm_Clock/00047.jpg,val
Art,0,Art/Alarm_Clock/00049.jpg,train
Art,0,Art/Alarm_Clock/00035.jpg,train
Art,0,Art/Alarm_Clock/00032.jpg,train
Art,0,Art/Alarm_Clock/00007.jpg,test
Art,0,Art/Alarm_Clock/00072.jpg,test
Art,0,Art/Alarm_Clock/00009.jpg,val
Art,1,Art/Backpack/00001.jpg,val
Art,1,Art/Backpack/00006.jpg,test
Art,1,Art/Backpack/00008.jpg,val
Art,1,Art/Backpack/00041.jpg,train
Art,1,Art/Backpack/00033.jpg,test
Art,1,Art/Backpack/00034.jpg,train
Art,1,Art/Backpack/00025.jpg,train
Art,1,Art/Backpack/00022.jpg,test
Art,1,Art/Backpack/00019.jpg,train
Art,1,Art/Backpack/00017.jpg,train
Art,1,Art/Backpack/00010.jpg,train
Art,1,Art/Backpack/00035.jpg,train
Art,1,Art/Backpack/00032.jpg,train
Art,1,Art/Backpack/00040.jpg,val
Art,1,Art/Backpack/00009.jpg,train
Art,1,Art/Backpack/00007.jpg,test
Art,1,Art/Backpack/00011.jpg,train
Art,1,Art/Backpack/00016.jpg,train
Art,1,Art/Backpack/00018.jpg,train
Art,1,Art/Backpack/00023.jpg,test
Art,1,Art/Backpack/00024.jpg,train
Art,1,Art/Backpack/00015.jpg,train
Art,1,Art/Backpack/00012.jpg,test
Art,1,Art/Backpack/00029.jpg,val
Art,1,Art/Backpack/00027.jpg,train
Art,1,Art/Backpack/00020.jpg,test
Art,1,Art/Backpack/00031.jpg,train
Art,1,Art/Backpack/00036.jpg,train
Art,1,Art/Backpack/00038.jpg,train
Art,1,Art/Backpack/00003.jpg,train
Art,1,Art/Backpack/00004.jpg,train
Art,1,Art/Backpack/00021.jpg,val
Art,1,Art/Backpack/00026.jpg,train
Art,1,Art/Backpack/00028.jpg,train
Art,1,Art/Backpack/00013.jpg,train
Art,1,Art/Backpack/00014.jpg,test
Art,1,Art/Backpack/00005.jpg,train
Art,1,Art/Backpack/00002.jpg,train
Art,1,Art/Backpack/00039.jpg,test
Art,1,Art/Backpack/00037.jpg,test
Art,1,Art/Backpack/00030.jpg,train
Art,2,Art/Batteries/00018.jpg,test
Art,2,Art/Batteries/00011.jpg,train
Art,2,Art/Batteries/00016.jpg,val
Art,2,Art/Batteries/00023.jpg,train
Art,2,Art/Batteries/00024.jpg,test
Art,2,Art/Batteries/00007.jpg,test
Art,2,Art/Batteries/00009.jpg,test
Art,2,Art/Batteries/00025.jpg,test
Art,2,Art/Batteries/00022.jpg,train
Art,2,Art/Batteries/00017.jpg,train
Art,2,Art/Batteries/00010.jpg,test
Art,2,Art/Batteries/00019.jpg,train
Art,2,Art/Batteries/00008.jpg,test
Art,2,Art/Batteries/00001.jpg,train
Art,2,Art/Batteries/00006.jpg,val
Art,2,Art/Batteries/00005.jpg,val
Art,2,Art/Batteries/00002.jpg,test
Art,2,Art/Batteries/00021.jpg,train
Art,2,Art/Batteries/00026.jpg,val
Art,2,Art/Batteries/00013.jpg,train
Art,2,Art/Batteries/00014.jpg,train
Art,2,Art/Batteries/00003.jpg,val
Art,2,Art/Batteries/00004.jpg,test
Art,2,Art/Batteries/00015.jpg,train
Art,2,Art/Batteries/00012.jpg,test
Art,2,Art/Batteries/00027.jpg,train
Art,2,Art/Batteries/00020.jpg,train
Art,3,Art/Bed/00027.jpg,train
Art,3,Art/Bed/00020.jpg,val
Art,3,Art/Bed/00029.jpg,train
Art,3,Art/Bed/00015.jpg,train
Art,3,Art/Bed/00012.jpg,train
Art,3,Art/Bed/00003.jpg,test
Art,3,Art/Bed/00004.jpg,test
Art,3,Art/Bed/00038.jpg,train
Art,3,Art/Bed/00031.jpg,train
Art,3,Art/Bed/00036.jpg,train
Art,3,Art/Bed/00013.jpg,train
Art,3,Art/Bed/00014.jpg,train
Art,3,Art/Bed/00028.jpg,train
Art,3,Art/Bed/00021.jpg,val
Art,3,Art/Bed/00026.jpg,test
Art,3,Art/Bed/00037.jpg,train
Art,3,Art/Bed/00030.jpg,test
Art,3,Art/Bed/00039.jpg,train
Art,3,Art/Bed/00005.jpg,train
Art,3,Art/Bed/00002.jpg,train
Art,3,Art/Bed/00033.jpg,val
Art,3,Art/Bed/00034.jpg,train
Art,3,Art/Bed/00008.jpg,train
Art,3,Art/Bed/00001.jpg,test
Art,3,Art/Bed/00006.jpg,train
Art,3,Art/Bed/00017.jpg,test
Art,3,Art/Bed/00010.jpg,train
Art,3,Art/Bed/00019.jpg,train
Art,3,Art/Bed/00025.jpg,test
Art,3,Art/Bed/00022.jpg,train
Art,3,Art/Bed/00007.jpg,val
Art,3,Art/Bed/00009.jpg,test
Art,3,Art/Bed/00040.jpg,train
Art,3,Art/Bed/00035.jpg,val
Art,3,Art/Bed/00032.jpg,train
Art,3,Art/Bed/00023.jpg,train
Art,3,Art/Bed/00024.jpg,test
Art,3,Art/Bed/00018.jpg,train
Art,3,Art/Bed/00011.jpg,test
Art,3,Art/Bed/00016.jpg,train
Art,4,Art/Bike/00014.jpg,train
Art,4,Art/Bike/00068.jpg,train
Art,4,Art/Bike/00013.jpg,test
Art,4,Art/Bike/00061.jpg,train
Art,4,Art/Bike/00066.jpg,train
Art,4,Art/Bike/00053.jpg,train
Art,4,Art/Bike/00054.jpg,train
Art,4,Art/Bike/00028.jpg,train
Art,4,Art/Bike/00026.jpg,train
Art,4,Art/Bike/00021.jpg,val
Art,4,Art/Bike/00030.jpg,train
Art,4,Art/Bike/00037.jpg,train
Art,4,Art/Bike/00045.jpg,train
Art,4,Art/Bike/00039.jpg,test
Art,4,Art/Bike/00042.jpg,train
Art,4,Art/Bike/00070.jpg,train
Art,4,Art/Bike/00002.jpg,train
Art,4,Art/Bike/00005.jpg,test
Art,4,Art/Bike/00020.jpg,train
Art,4,Art/Bike/00027.jpg,test
Art,4,Art/Bike/00055.jpg,train
Art,4,Art/Bike/00029.jpg,train
Art,4,Art/Bike/00052.jpg,train
Art,4,Art/Bike/00067.jpg,train
Art,4,Art/Bike/00060.jpg,val
Art,4,Art/Bike/00012.jpg,train
Art,4,Art/Bike/00015.jpg,train
Art,4,Art/Bike/00069.jpg,train
Art,4,Art/Bike/00004.jpg,test
Art,4,Art/Bike/00003.jpg,train
Art,4,Art/Bike/00071.jpg,train
Art,4,Art/Bike/00043.jpg,train
Art,4,Art/Bike/00044.jpg,train
Art,4,Art/Bike/00038.jpg,test
Art,4,Art/Bike/00036.jpg,train
Art,4,Art/Bike/00031.jpg,test
Art,4,Art/Bike/00007.jpg,train
Art,4,Art/Bike/00009.jpg,train
Art,4,Art/Bike/00075.jpg,train
Art,4,Art/Bike/00072.jpg,train
Art,4,Art/Bike/00047.jpg,train
Art,4,Art/Bike/00040.jpg,train
Art,4,Art/Bike/00032.jpg,train
Art,4,Art/Bike/00049.jpg,test
Art,4,Art/Bike/00035.jpg,test
Art,4,Art/Bike/00058.jpg,train
Art,4,Art/Bike/00024.jpg,train
Art,4,Art/Bike/00023.jpg,train
Art,4,Art/Bike/00051.jpg,train
Art,4,Art/Bike/00056.jpg,train
Art,4,Art/Bike/00063.jpg,val
Art,4,Art/Bike/00018.jpg,train
Art,4,Art/Bike/00064.jpg,train
Art,4,Art/Bike/00016.jpg,train
Art,4,Art/Bike/00011.jpg,train
Art,4,Art/Bike/00048.jpg,train
Art,4,Art/Bike/00034.jpg,train
Art,4,Art/Bike/00033.jpg,train
Art,4,Art/Bike/00041.jpg,train
Art,4,Art/Bike/00046.jpg,train
Art,4,Art/Bike/00073.jpg,val
Art,4,Art/Bike/00008.jpg,train
Art,4,Art/Bike/00074.jpg,test
Art,4,Art/Bike/00006.jpg,train
Art,4,Art/Bike/00001.jpg,train
Art,4,Art/Bike/00010.jpg,train
Art,4,Art/Bike/00017.jpg,train
Art,4,Art/Bike/00019.jpg,val
Art,4,Art/Bike/00065.jpg,train
Art,4,Art/Bike/00062.jpg,train
Art,4,Art/Bike/00057.jpg,train
Art,4,Art/Bike/00050.jpg,train
Art,4,Art/Bike/00022.jpg,train
Art,4,Art/Bike/00059.jpg,train
Art,4,Art/Bike/00025.jpg,train
Art,5,Art/Bottle/00093.jpg,train
Art,5,Art/Bottle/00042.jpg,train
Art,5,Art/Bottle/00039.jpg,train
Art,5,Art/Bottle/00094.jpg,test
Art,5,Art/Bottle/00045.jpg,train
Art,5,Art/Bottle/00037.jpg,train
Art,5,Art/Bottle/00030.jpg,val
Art,5,Art/Bottle/00079.jpg,train
Art,5,Art/Bottle/00005.jpg,test
Art,5,Art/Bottle/00002.jpg,train
Art,5,Art/Bottle/00070.jpg,test
Art,5,Art/Bottle/00077.jpg,train
